from,to,org_slug,reason
/gulf-visa-waiver,/government/news/uk-electronic-visa-waiver-introduced-for-oman-qatar-and-uae,unknown,Short url imported from router-data
/gulfvisa,/government/news/uk-electronic-visa-waiver-introduced-for-oman-qatar-and-uae.ar,unknown,Short url imported from router-data
/hs2growthtaskforce,/government/groups/hs2-growth-taskforce,unknown,Short url imported from router-data
/importexportlicence,/export-and-import-licences-for-controlled-goods-and-trading-with-certain-countries,unknown,Short url imported from router-data
/internationalcommercialterms,/incoterms-international-commercial-terms,unknown,Short url imported from router-data
/jobs,/jobsearch,unknown,Short url imported from router-data
/jsa,/jobseekers-allowance,unknown,Short url imported from router-data
/jsaonline,/jobseekers-allowance/how-to-claim,unknown,Short url imported from router-data
/mid-sizedbusiness,/medium-sized-business,unknown,Short url imported from router-data
/minimumwage,/national-minimum-wage,unknown,Short url imported from router-data
/mutuals,/government/get-involved/take-part/start-a-public-service-mutual,unknown,Short url imported from router-data
/nato-wales,/government/topical-events/nato-summit-wales-cymru-2014,unknown,Short url imported from router-data
/nato2014,/government/topical-events/nato-summit-wales-cymru-2014,unknown,Short url imported from router-data
/natowales,/government/topical-events/nato-summit-wales-cymru-2014,unknown,Short url imported from router-data
/onlinetaxreturn,/how-to-send-self-assessment-online,unknown,Short url imported from router-data
/panel-for-nhs-governors,/government/groups/panel-for-advising-nhs-foundation-trust-governors,unknown,Short url imported from router-data
/paytaxbill,/pay-self-assessment-tax-bill,unknown,Short url imported from router-data
/performance/transactional-services,/performance/transactions-explorer/all-services/by-transactions-per-year/descending,unknown,Short url imported from router-data
/prisonvisits,/prison-visits,unknown,Short url imported from router-data
/problempayingtax,/difficulties-paying-hmrc,unknown,Short url imported from router-data
/propertyfraud,/protect-land-property-from-fraud,unknown,Short url imported from router-data
/queens-speech-2014,/government/topical-events/queens-speech-2014,unknown,Short url imported from router-data
/registerforataxreturn,/register-for-self-assessment,unknown,Short url imported from router-data
/registertovote,/register-to-vote,unknown,Short url imported from router-data
/renew-adi,/renew-approved-driving-instructor-adi-registration,unknown,Short url imported from router-data
/renewdrivinglicence,/renew-driving-licence,unknown,Short url imported from router-data
/renewehic,/european-health-insurance-card,unknown,Short url imported from router-data
/renewpassport,/apply-renew-passport,unknown,Short url imported from router-data
/renewtaxcredit,/renewtaxcredits,unknown,Short url imported from router-data
/RENEWTAXCREDITS,/renewtaxcredits,unknown,Short url imported from router-data
/rhi,/domestic-renewable-heat-incentive,unknown,Short url imported from router-data
/scotlandanalysis,/government/collections/scotland-analysis,unknown,Short url imported from router-data
/scottishreferendum,/government/topical-events/scottish-independence-referendum,unknown,Short url imported from router-data
/servicemanual,/service-manual,unknown,Short url imported from router-data
/somaliaconference2013,/government/topical-events/somalia-conference-2013,unknown,Short url imported from router-data
/SORN,/make-a-sorn,unknown,Short url imported from router-data
/sorn,/make-a-sorn,unknown,Short url imported from router-data
/spendinground2013,/government/topical-events/spending-round-2013,unknown,Short url imported from router-data
/studentfinance,/student-finance,unknown,Short url imported from router-data
/taxappeal,/tax-appeals/penalty,unknown,Short url imported from router-data
/taxreturn,/self-assessment-tax-returns,unknown,Short url imported from router-data
/taxreturnforms,/self-assessment-forms-and-helpsheets,unknown,Short url imported from router-data
/taxstatement,/understand-self-assessment-statement,unknown,Short url imported from router-data
/trailerconsent,/permission-to-supply-a-large-goods-trailer-for-use-on-the-road,unknown,Short url imported from router-data
/uc,/universal-credit,unknown,Short url imported from router-data
/uk-economy,/government/topics/uk-economy,unknown,Short url imported from router-data
/universalcredit,/universal-credit,unknown,Short url imported from router-data
/vehicle-recall,/check-if-a-vehicle-has-been-recalled,unknown,Short url imported from router-data
/vehicleapproval,/vehicle-approval,unknown,Short url imported from router-data
/vehicletax,/vehicle-tax,unknown,Short url imported from router-data
/vehicletaxadvance,/apply-for-tax-disc-in-advance,unknown,Short url imported from router-data
/verify,/government/publications/introducing-govuk-verify/introducing-govuk-verify,unknown,Short url imported from router-data
/vic-apply,/apply-for-a-vehicle-identity-check-vic,unknown,Short url imported from router-data
/vic-locations,/vehicle-identity-check-site,unknown,Short url imported from router-data
/visa-immigration,/browse/visas-immigration,unknown,Short url imported from router-data
/world/bat,/government/world/british-antarctic-territory,unknown,Short url imported from router-data
/world/bosnia-herzegovina,/government/world/bosnia-and-herzegovina,unknown,Short url imported from router-data
/world/cotedivoire,/government/world/cote-d-ivoire,unknown,Short url imported from router-data
/world/council-of-europe,/government/world/uk-delegation-to-council-of-europe,unknown,Short url imported from router-data
/world/drc,/government/world/democratic-republic-of-congo,unknown,Short url imported from router-data
/world/jerusalem,/government/world/the-occupied-palestinian-territories,unknown,Short url imported from router-data
/world/oecd,/government/world/the-uk-permanent-delegation-to-the-oecd-organisation-for-economic-co-operation-and-development,unknown,Short url imported from router-data
/world/osce,/government/world/uk-delegation-to-organization-for-security-and-co-operation-in-europe,unknown,Short url imported from router-data
/world/southafrica,/government/world/south-africa,unknown,Short url imported from router-data
/world/uk-eu,/government/world/uk-representation-to-the-eu,unknown,Short url imported from router-data
/world/uk-nato,/government/world/uk-joint-delegation-to-nato,unknown,Short url imported from router-data
/world/un-geneva,/government/world/uk-mission-to-the-un-geneva,unknown,Short url imported from router-data
/world/un-newyork,/government/world/uk-mission-to-the-united-nations-new-york,unknown,Short url imported from router-data
/world/un-vienna,/government/world/uk-mission-to-the-united-nations,unknown,Short url imported from router-data
/ww1centenary,/government/topical-events/first-world-war-centenary,unknown,Short url imported from router-data
/youdecide2014,/government/topical-events/scottish-independence-referendum,unknown,Short url imported from router-data
/yourvotematters.,/yourvotematters,unknown,Short url imported from router-data
